token,canonical_id,pub_batch,x,y,cell_id,ts,id,created_date,updated_date,created_by_id,created_by,is_sample
7cb82cfd-fb62-4f52-9d5d-7a429aef0680,69593ddac1fb00b7ab7169e6,1/9/2026,5,5,33,2026-01-09T19:38:38.406Z,6961593edcd006d0c6e67ef9,2026-01-09T19:38:38.203000,2026-01-09T19:38:38.203000,anonymous,anonymous,FALSE
7cb82cfd-fb62-4f52-9d5d-7a429aef0680,6907912510acab4c189c26cd,1/9/2026,5,4,32,2026-01-09T19:38:33.433Z,696159398af66660626f40d9,2026-01-09T19:38:33.236000,2026-01-09T19:38:33.236000,anonymous,anonymous,FALSE
7cb82cfd-fb62-4f52-9d5d-7a429aef0680,69079125de5cf20cb23dbb42,1/9/2026,7,2,44,2026-01-09T19:38:23.401Z,6961592f29074aab4ce1502e,2026-01-09T19:38:23.202000,2026-01-09T19:38:23.202000,anonymous,anonymous,FALSE
7cb82cfd-fb62-4f52-9d5d-7a429aef0680,690791231130232c6f24a8b1,1/9/2026,4,4,25,2026-01-09T19:38:01.541Z,696159195b8fa78b07efe736,2026-01-09T19:38:01.349000,2026-01-09T19:38:01.349000,anonymous,anonymous,FALSE
7cb82cfd-fb62-4f52-9d5d-7a429aef0680,69593dc0eac6a120dc6e88a1,1/9/2026,6,2,37,2026-01-09T19:37:56.597Z,69615914e71e8a8a91710590,2026-01-09T19:37:56.544000,2026-01-09T19:37:56.544000,anonymous,anonymous,FALSE
7cb82cfd-fb62-4f52-9d5d-7a429aef0680,69079122e0cd0242cebd60cf,1/9/2026,6,2,37,2026-01-09T19:37:50.233Z,6961590e47fe03b07903f055,2026-01-09T19:37:50.098000,2026-01-09T19:37:50.098000,anonymous,anonymous,FALSE
7cb82cfd-fb62-4f52-9d5d-7a429aef0680,69593db9785c2ed83c8cbea7,1/9/2026,6,2,37,2026-01-09T19:37:44.442Z,69615908f608d66453e4a6e6,2026-01-09T19:37:44.303000,2026-01-09T19:37:44.303000,anonymous,anonymous,FALSE
7cb82cfd-fb62-4f52-9d5d-7a429aef0680,690791237f24aa1ecd5429a9,1/9/2026,6,3,38,2026-01-09T19:37:34.330Z,696158fe984aa1ade5541392,2026-01-09T19:37:34.248000,2026-01-09T19:37:34.248000,anonymous,anonymous,FALSE
7cb82cfd-fb62-4f52-9d5d-7a429aef0680,69593db392815610917874fb,1/9/2026,3,7,21,2026-01-09T19:37:21.362Z,696158f188d88a7274d920a7,2026-01-09T19:37:21.160000,2026-01-09T19:37:21.160000,anonymous,anonymous,FALSE
7cb82cfd-fb62-4f52-9d5d-7a429aef0680,69593daf0a570c24336526d8,1/9/2026,4,7,28,2026-01-09T19:37:24.918Z,696158ebf538f350a8eb7c63,2026-01-09T19:37:15.906000,2026-01-09T19:37:24.959000,anonymous,anonymous,FALSE
7cb82cfd-fb62-4f52-9d5d-7a429aef0680,69079123065e0438f4af92d0,1/9/2026,4,7,28,2026-01-09T19:37:07.475Z,696158e382c8d58a7e63f384,2026-01-09T19:37:07.309000,2026-01-09T19:37:07.309000,anonymous,anonymous,FALSE
7cb82cfd-fb62-4f52-9d5d-7a429aef0680,696154a549312a96c61f163b,1/9/2026,5,7,35,2026-01-09T19:37:01.610Z,696158ddf15be1f8af1acebe,2026-01-09T19:37:01.410000,2026-01-09T19:37:01.410000,anonymous,anonymous,FALSE
7cb82cfd-fb62-4f52-9d5d-7a429aef0680,696154e25b8fa78b07efe2c5,1/9/2026,5,7,35,2026-01-09T19:36:50.830Z,696158d246a2161625153b92,2026-01-09T19:36:50.637000,2026-01-09T19:36:50.637000,anonymous,anonymous,FALSE
7cb82cfd-fb62-4f52-9d5d-7a429aef0680,6961551ccba94fc1792e4fef,1/9/2026,6,5,40,2026-01-09T19:36:39.565Z,696158c7627d229522e1423d,2026-01-09T19:36:39.369000,2026-01-09T19:36:39.369000,anonymous,anonymous,FALSE
7cb82cfd-fb62-4f52-9d5d-7a429aef0680,6961584bb637af3b2c5f3e6c,1/9/2026,5,6,34,2026-01-09T19:36:22.069Z,696158b59a4ec49aa515f75f,2026-01-09T19:36:21.866000,2026-01-09T19:36:21.866000,anonymous,anonymous,FALSE
7cb82cfd-fb62-4f52-9d5d-7a429aef0680,696158837f58e0d57d733b8c,1/9/2026,6,5,40,2026-01-09T19:36:08.263Z,696158ab96b950d2d196959b,2026-01-09T19:36:11.482000,2026-01-09T19:36:11.482000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69593dddb7e03945a9abeb07,1/9/2026,5,2,30,2026-01-09T18:53:09.098Z,69614e8b16b778a3a9e8ef37,2026-01-09T18:52:59.029000,2026-01-09T18:53:09.090000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69593dddef4549e17f3ee3a2,1/9/2026,3,7,21,2026-01-09T18:52:55.664Z,69614e87b6b1a23432e08113,2026-01-09T18:52:55.378000,2026-01-09T18:52:55.378000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69593ddde0762f0fda4a8b45,1/9/2026,3,7,21,2026-01-09T18:53:47.118Z,69614e825dcc12ee338027cc,2026-01-09T18:52:50.969000,2026-01-09T18:53:47.130000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69593ddcadb5f834c1df5aac,1/9/2026,2,2,9,2026-01-09T18:52:44.932Z,69614e77c18e59436ae5725d,2026-01-09T18:52:39.148000,2026-01-09T18:52:44.918000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69593ddc97c883f04d4a839d,1/9/2026,4,4,25,2026-01-09T18:52:34.869Z,69614e7221807a2536094442,2026-01-09T18:52:34.583000,2026-01-09T18:52:34.583000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69593ddc5731441183ecdee5,1/9/2026,2,3,10,2026-01-09T18:52:26.671Z,69614e6a85e4e9d803d6dabf,2026-01-09T18:52:26.386000,2026-01-09T18:52:26.386000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69593ddbdf5f0ff1ac2e78f2,1/9/2026,5,2,30,2026-01-09T18:52:23.154Z,69614e665ce75f5bdb2eb73f,2026-01-09T18:52:22.863000,2026-01-09T18:52:22.863000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69079124900fedf3fc27cf51,1/9/2026,4,6,27,2026-01-09T18:52:10.757Z,69614e5aad8a0298c09f5bb4,2026-01-09T18:52:10.504000,2026-01-09T18:52:10.504000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69593ddac1fb00b7ab7169e6,1/9/2026,4,5,26,2026-01-09T18:51:30.673Z,69614e291c23d6b2fe0dcb65,2026-01-09T18:51:21.511000,2026-01-09T18:51:30.638000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,6907912510acab4c189c26cd,1/9/2026,5,5,33,2026-01-09T18:50:59.592Z,69614e13622e3897951bb804,2026-01-09T18:50:59.304000,2026-01-09T18:50:59.304000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69079125de5cf20cb23dbb42,1/9/2026,6,2,37,2026-01-09T18:50:45.119Z,69614e04ed5fdf63e49eafec,2026-01-09T18:50:44.873000,2026-01-09T18:50:44.873000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,690791231130232c6f24a8b1,1/9/2026,5,5,33,2026-01-09T18:50:38.012Z,69614dfd508f71ab18a19059,2026-01-09T18:50:37.755000,2026-01-09T18:50:37.755000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69593dc0eac6a120dc6e88a1,1/9/2026,6,3,38,2026-01-09T18:50:28.504Z,69614df4f5a52106bbc7a7f0,2026-01-09T18:50:28.218000,2026-01-09T18:50:28.218000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69079122e0cd0242cebd60cf,1/9/2026,6,2,37,2026-01-09T18:50:20.100Z,69614debc44850f77021c080,2026-01-09T18:50:19.821000,2026-01-09T18:50:19.821000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69593db9785c2ed83c8cbea7,1/9/2026,6,2,37,2026-01-09T18:50:11.824Z,69614de388d88a7274d90ee0,2026-01-09T18:50:11.632000,2026-01-09T18:50:11.632000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,690791237f24aa1ecd5429a9,1/9/2026,6,3,38,2026-01-09T18:49:38.569Z,69614dc2be785acb7993ceb4,2026-01-09T18:49:38.338000,2026-01-09T18:49:38.338000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69593db392815610917874fb,1/9/2026,4,7,28,2026-01-09T18:54:27.143Z,69614d9d627d229522e12e71,2026-01-09T18:49:01.549000,2026-01-09T18:54:27.156000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69593daf0a570c24336526d8,1/9/2026,4,7,28,2026-01-09T18:47:51.387Z,69614d576d4be266824e458e,2026-01-09T18:47:51.090000,2026-01-09T18:47:51.090000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69079123065e0438f4af92d0,1/9/2026,4,7,28,2026-01-09T18:47:35.684Z,69614d472c2fe0ba1f0308e4,2026-01-09T18:47:35.405000,2026-01-09T18:47:35.405000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69614c5693ce0292bfcf2548,1/9/2026,6,7,42,2026-01-09T18:53:58.330Z,69614d2f3259b955dfb2d30f,2026-01-09T18:47:11.561000,2026-01-09T18:53:58.505000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69614c9f694da8029173bc8d,1/9/2026,6,6,41,2026-01-09T18:49:30.339Z,69614d23445bf676156860a9,2026-01-09T18:46:59.345000,2026-01-09T18:49:30.089000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69614cba06256ac12cf13ec3,1/9/2026,5,6,34,2026-01-09T18:49:15.445Z,69614d1a88d88a7274d90e5c,2026-01-09T18:46:50.154000,2026-01-09T18:49:15.396000,anonymous,anonymous,FALSE
a286d5ad-f97f-4e1f-88c7-4d6e9234c1c8,69614ce1092a925863efe17f,1/9/2026,6,6,41,2026-01-09T18:46:37.740Z,69614d0d3564ca9af8026481,2026-01-09T18:46:37.701000,2026-01-09T18:46:37.701000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69593dddb7e03945a9abeb07,1/9/2026,5,2,30,2026-01-09T18:22:14.256Z,69614756a50bfc37cb37556f,2026-01-09T18:22:14.341000,2026-01-09T18:22:14.341000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69593dddef4549e17f3ee3a2,1/9/2026,5,7,35,2026-01-09T18:21:42.472Z,696147360d9f6e9010afa65e,2026-01-09T18:21:42.547000,2026-01-09T18:21:42.547000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69593ddcadb5f834c1df5aac,1/9/2026,2,3,10,2026-01-09T18:20:19.459Z,696146e330dd3bf1c314b065,2026-01-09T18:20:19.567000,2026-01-09T18:20:19.567000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69593ddde0762f0fda4a8b45,1/9/2026,2,7,14,2026-01-09T18:20:12.656Z,696146dc5b8fa78b07efd4e1,2026-01-09T18:20:12.734000,2026-01-09T18:20:12.734000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69593ddc97c883f04d4a839d,1/9/2026,4,5,26,2026-01-09T18:20:06.786Z,696146d6445bf6761568523c,2026-01-09T18:20:06.875000,2026-01-09T18:20:06.875000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69593ddc5731441183ecdee5,1/9/2026,2,3,10,2026-01-09T18:19:59.296Z,696146cffd036be514794f28,2026-01-09T18:19:59.430000,2026-01-09T18:19:59.430000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69593ddbdf5f0ff1ac2e78f2,1/9/2026,5,3,31,2026-01-09T18:19:52.710Z,696146c81fc2f6c449f124c6,2026-01-09T18:19:52.815000,2026-01-09T18:19:52.815000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69079124900fedf3fc27cf51,1/9/2026,4,6,27,2026-01-09T18:19:41.718Z,696146b20fe6aaf2155d2778,2026-01-09T18:19:30.201000,2026-01-09T18:19:41.908000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69593ddac1fb00b7ab7169e6,1/9/2026,5,5,33,2026-01-09T18:19:22.493Z,696146aa8028f593f1d2d764,2026-01-09T18:19:22.861000,2026-01-09T18:19:22.861000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,6907912510acab4c189c26cd,1/9/2026,4,5,26,2026-01-09T18:19:17.206Z,696146a57e1d7ad27422d667,2026-01-09T18:19:17.531000,2026-01-09T18:19:17.531000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69079125de5cf20cb23dbb42,1/9/2026,6,2,37,2026-01-09T18:18:54.214Z,6961468ebdbda9744f789899,2026-01-09T18:18:54.313000,2026-01-09T18:18:54.313000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,690791231130232c6f24a8b1,1/9/2026,5,4,32,2026-01-09T18:18:48.860Z,69614688b6b1a23432e0792a,2026-01-09T18:18:48.997000,2026-01-09T18:18:48.997000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69593dc0eac6a120dc6e88a1,1/9/2026,5,4,32,2026-01-09T18:18:42.154Z,69614682c4ef220ad27ae845,2026-01-09T18:18:42.474000,2026-01-09T18:18:42.474000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69079122e0cd0242cebd60cf,1/9/2026,6,2,37,2026-01-09T17:55:49.657Z,69614125d756b37e83a71d50,2026-01-09T17:55:49.752000,2026-01-09T17:55:49.752000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69593db9785c2ed83c8cbea7,1/9/2026,6,3,38,2026-01-09T17:55:45.017Z,6961412127b2c08d1c20469e,2026-01-09T17:55:45.137000,2026-01-09T17:55:45.137000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,690791237f24aa1ecd5429a9,1/9/2026,6,4,39,2026-01-09T17:55:35.891Z,69614118d82c593284215f64,2026-01-09T17:55:36.010000,2026-01-09T17:55:36.010000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69593db392815610917874fb,1/9/2026,3,7,21,2026-01-09T17:55:27.471Z,6961410f5e14dbe225a3a0a9,2026-01-09T17:55:27.577000,2026-01-09T17:55:27.577000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69593daf0a570c24336526d8,1/9/2026,5,7,35,2026-01-09T17:55:04.481Z,696140f8f0d980489cccf734,2026-01-09T17:55:04.676000,2026-01-09T17:55:04.676000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69079123065e0438f4af92d0,1/9/2026,4,7,28,2026-01-09T17:54:57.533Z,696140e747fe03b07903e999,2026-01-09T17:54:47.699000,2026-01-09T17:54:57.896000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69613b40078b23352ef473eb,1/9/2026,6,4,39,2026-01-09T17:54:39.867Z,696140df0321609d442d8bbe,2026-01-09T17:54:39.933000,2026-01-09T17:54:39.933000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69613e532106c691db26a56e,1/9/2026,5,6,34,2026-01-09T17:54:16.597Z,696140c8d4827efb5c87854c,2026-01-09T17:54:16.678000,2026-01-09T17:54:16.678000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69613eb74c3f8190091231a4,1/9/2026,6,5,40,2026-01-09T17:54:07.653Z,696140bf32a215796c6d1c70,2026-01-09T17:54:07.744000,2026-01-09T17:54:07.744000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,69613f3bb3356976f6a60931,1/9/2026,6,6,41,2026-01-09T17:53:54.107Z,696140b20277c43d79798b0b,2026-01-09T17:53:54.180000,2026-01-09T17:53:54.180000,anonymous,anonymous,FALSE
b828caf0-4cef-4a31-9cf0-102b91841982,6961406f96a6a2b22a8083c3,1/9/2026,5,6,34,2026-01-09T17:53:45.726Z,696140aa7ebe9af5861dae98,2026-01-09T17:53:46.083000,2026-01-09T17:53:46.083000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,69593dddb7e03945a9abeb07,1/9/2026,5,2,30,2026-01-09T17:13:05.619Z,69613721bef711e269296ab1,2026-01-09T17:13:05.737000,2026-01-09T17:13:05.737000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,69593dddef4549e17f3ee3a2,1/9/2026,4,7,28,2026-01-09T17:12:57.667Z,6961371954864341c873c076,2026-01-09T17:12:57.944000,2026-01-09T17:12:57.944000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,69593ddde0762f0fda4a8b45,1/9/2026,2,7,14,2026-01-09T17:12:50.020Z,69613712318a75f8df70c649,2026-01-09T17:12:50.117000,2026-01-09T17:12:50.117000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,69593ddcadb5f834c1df5aac,1/9/2026,2,2,9,2026-01-09T17:12:40.076Z,69613708f0eb7bde40b389f1,2026-01-09T17:12:40.183000,2026-01-09T17:12:40.183000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,69593ddc97c883f04d4a839d,1/9/2026,5,5,33,2026-01-09T17:12:30.194Z,696136fe7a338450351a6645,2026-01-09T17:12:30.348000,2026-01-09T17:12:30.348000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,69593ddc5731441183ecdee5,1/9/2026,2,3,10,2026-01-09T17:12:22.248Z,696136f696079de691a889ba,2026-01-09T17:12:22.352000,2026-01-09T17:12:22.352000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,69593ddbdf5f0ff1ac2e78f2,1/9/2026,6,1,36,2026-01-09T17:12:15.012Z,696136ef307da03531780f21,2026-01-09T17:12:15.243000,2026-01-09T17:12:15.243000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,69079124900fedf3fc27cf51,1/9/2026,5,7,35,2026-01-09T17:12:07.391Z,696136e16d9749cd5b807f49,2026-01-09T17:12:01.473000,2026-01-09T17:12:07.790000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,69593ddac1fb00b7ab7169e6,1/9/2026,4,5,26,2026-01-09T17:11:54.223Z,696136da4c021a8d7403ba99,2026-01-09T17:11:54.332000,2026-01-09T17:11:54.332000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,6907912510acab4c189c26cd,1/9/2026,4,5,26,2026-01-09T17:11:49.476Z,696136d5f62e97071cf44af7,2026-01-09T17:11:49.605000,2026-01-09T17:11:49.605000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,69079125de5cf20cb23dbb42,1/9/2026,6,1,36,2026-01-09T17:11:43.061Z,696136cfb84437d19064f22d,2026-01-09T17:11:43.187000,2026-01-09T17:11:43.187000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,690791231130232c6f24a8b1,1/9/2026,5,5,33,2026-01-09T17:11:28.038Z,696136c0d263df69772e17c6,2026-01-09T17:11:28.166000,2026-01-09T17:11:28.166000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,69593dc0eac6a120dc6e88a1,1/9/2026,5,2,30,2026-01-09T17:11:36.320Z,696136b4fd8f9bbf4930b357,2026-01-09T17:11:16.560000,2026-01-09T17:11:36.441000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,69079122e0cd0242cebd60cf,1/9/2026,6,2,37,2026-01-09T17:11:02.808Z,696136a696079de691a88993,2026-01-09T17:11:02.962000,2026-01-09T17:11:02.962000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,69593db9785c2ed83c8cbea7,1/9/2026,6,2,37,2026-01-09T17:10:53.317Z,6961369d445bf67615683a74,2026-01-09T17:10:53.434000,2026-01-09T17:10:53.434000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,690791237f24aa1ecd5429a9,1/9/2026,6,2,37,2026-01-09T17:10:46.828Z,6961369692cc2d3d3dc4ed46,2026-01-09T17:10:46.952000,2026-01-09T17:10:46.952000,anonymous,anonymous,FALSE
fed6c52e-3491-40cf-91df-5c9a734a0926,69593db392815610917874fb,1/9/2026,5,7,35,2026-01-09T17:10:37.845Z,6961368d551818b2ca67b6b3,2026-01-09T17:10:37.974000,2026-01-09T17:10:37.974000,anonymous,anonymous,FALSE
