raw_id,raw_text,raw_n_placements,raw_n_participants,raw_mean_x,raw_mean_y,raw_sd_x,raw_sd_y,raw_quadrant,seed_id,seed_text,seed_mean_x,seed_mean_y,seed_sd_x,seed_sd_y,seed_quadrant,distance,delta_x,delta_y,alignment
695cd05ca41dfc378cc2fb6a,Allocate budget in stages to achieve each milestone.,1,1,4.0,4.0,0.0,0.0,Easy / High impact,69593ddc97c883f04d4a839d,Post a visual of handoffs removed,4.0,4.571,0.877,1.089,Easy / High impact,0.571,0.0,-0.571,reinforces
6961584bb637af3b2c5f3e6c,"Reorganize, train all employees to be ready to work effectively within the digital system.",1,1,5.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,0.614,0.5,0.357,reinforces
69614cba06256ac12cf13ec3,Establish a channel for sharing information on controlling strategic goals.,1,1,5.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,0.614,0.5,0.357,reinforces
69613e532106c691db26a56e,"Communicate to employees the importance of process adherence, data accuracy when implementing digitalization.",1,1,5.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,0.614,0.5,0.357,reinforces
6961406f96a6a2b22a8083c3,"Conduct periodic performance reviews, reward/penalty programs.",1,1,5.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,0.614,0.5,0.357,reinforces
695cd7ead3f4b81be7194bdd,Communicate to ensure understanding of the importance of collaboration from all departments to achieve common goals.,1,1,5.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,0.614,0.5,0.357,reinforces
695cdb0d37003bbfcd3ccb42,"Commitment to fully implement the results of the digital transformation process,",1,1,5.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,0.614,0.5,0.357,reinforces
695bff1ac48631b3adca4af6,"Closely manage changes in personnel, processes, organization.",1,1,5.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,0.614,0.5,0.357,reinforces
695be1778fa01f99647c37c0,"Analyze top manager objectives into specific departmental requirements, focusing on meeting industry specifics, market demands.",1,1,5.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,0.614,0.5,0.357,reinforces
695cd1b61c2f72d78f0598fc,"Request reports extracted directly from the system instead of viewing Excel files, printed documents.",1,1,2.0,6.0,0.0,0.0,Hard / High impact,69593ddde0762f0fda4a8b45,Set an escalation SLA for unresolved blockers,2.429,6.5,0.646,1.092,Hard / High impact,0.659,-0.429,-0.5,reinforces
695be3447020dda6c146ce7a,"Communicate the company's digital transformation roadmap to employees, partners.",1,1,6.0,3.0,0.0,0.0,Easy / Low impact,69593db9785c2ed83c8cbea7,Pin the latest goal post at the top,5.667,3.6,1.047,2.028,Easy / Low impact,0.686,0.333,-0.6,reinforces
69623dd4e66dc12580f9c683,"Request parts quickly, eliminate unnecessary intermediate steps.",1,1,3.0,6.0,0.0,0.0,Hard / High impact,69593ddde0762f0fda4a8b45,Set an escalation SLA for unresolved blockers,2.429,6.5,0.646,1.092,Hard / High impact,0.759,0.571,-0.5,reinforces
695c04a7f824e832f47d8a7b,Commit to being ready to adapt to effectively implement tobe processes.,1,1,3.0,7.0,0.0,0.0,Hard / High impact,69593ddde0762f0fda4a8b45,Set an escalation SLA for unresolved blockers,2.429,6.5,0.646,1.092,Hard / High impact,0.759,0.571,0.5,reinforces
695be328d1a9b6435b4f2a75,"Monitor, update to members on the progress of the digitization process throughout.",1,1,5.0,4.0,0.0,0.0,Easy / High impact,69593db9785c2ed83c8cbea7,Pin the latest goal post at the top,5.667,3.6,1.047,2.028,Easy / Low impact,0.777,-0.667,0.4,mixed
695ccdd4c9afeb98c54493ba,There is a reward system for individuals who are poineers in successfully applying new technologies.,1,1,5.0,5.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,0.814,0.5,-0.643,reinforces
695c0412a542d298697f2a4c,Commit to provide appropriate resources for digitalization.,1,1,5.0,5.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,0.814,0.5,-0.643,reinforces
695ba3130c7a0a2e2f75ffcf,"Our team has expertise in data, AI, cloud computing.",1,1,5.0,5.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,0.814,0.5,-0.643,reinforces
69623e109a7f36eb1d1a48ed,Establish regular digital skills training programs.,1,1,5.0,7.0,0.0,0.0,Easy / High impact,69593daf0a570c24336526d8,Translate DT goals into 2–3 team KPIs,4.133,6.4,0.516,0.828,Easy / High impact,1.054,0.867,0.6,reinforces
696154a549312a96c61f163b,Define digital transformation objectives.,1,1,5.0,7.0,0.0,0.0,Easy / High impact,69593daf0a570c24336526d8,Translate DT goals into 2–3 team KPIs,4.133,6.4,0.516,0.828,Easy / High impact,1.054,0.867,0.6,reinforces
696154e25b8fa78b07efe2c5,Build KPIs for each department based on digital transformation objectives,1,1,5.0,7.0,0.0,0.0,Easy / High impact,69593daf0a570c24336526d8,Translate DT goals into 2–3 team KPIs,4.133,6.4,0.516,0.828,Easy / High impact,1.054,0.867,0.6,reinforces
695cd6640ba0dc5235852602,Develop KPIs for departments based on the overall digitalization goals.,1,1,5.0,7.0,0.0,0.0,Easy / High impact,69593daf0a570c24336526d8,Translate DT goals into 2–3 team KPIs,4.133,6.4,0.516,0.828,Easy / High impact,1.054,0.867,0.6,reinforces
695c02e9c431c7feaeffe2ec,Break down strategic goals into departmental goals,1,1,5.0,7.0,0.0,0.0,Easy / High impact,69593daf0a570c24336526d8,Translate DT goals into 2–3 team KPIs,4.133,6.4,0.516,0.828,Easy / High impact,1.054,0.867,0.6,reinforces
695bbca97b62cf98f1ebacd4,Statement 4,1,1,3.0,5.0,0.0,0.0,Hard / High impact,69593ddc97c883f04d4a839d,Post a visual of handoffs removed,4.0,4.571,0.877,1.089,Easy / High impact,1.088,-1.0,0.429,mixed
6961551ccba94fc1792e4fef,"Consider solutions: processes, application systems, technologies, etc.",1,1,6.0,5.0,0.0,0.0,Easy / High impact,69593dc0eac6a120dc6e88a1,Use a single channel for official goal updates,5.8,3.733,0.775,1.831,Easy / Low impact,1.282,0.2,1.267,mixed
696158837f58e0d57d733b8c,Continuous improvement,1,1,6.0,5.0,0.0,0.0,Easy / High impact,69593dc0eac6a120dc6e88a1,Use a single channel for official goal updates,5.8,3.733,0.775,1.831,Easy / Low impact,1.282,0.2,1.267,mixed
69613eb74c3f8190091231a4,Provide regular training to refresh knowledge related to digital transformation.,1,1,6.0,5.0,0.0,0.0,Easy / High impact,69593dc0eac6a120dc6e88a1,Use a single channel for official goal updates,5.8,3.733,0.775,1.831,Easy / Low impact,1.282,0.2,1.267,mixed
6961335f4f26a8154fb3d097,"The project team monitors progress, updates changes to objectives. The information must be updated to all team memebers.",1,1,6.0,5.0,0.0,0.0,Easy / High impact,69593dc0eac6a120dc6e88a1,Use a single channel for official goal updates,5.8,3.733,0.775,1.831,Easy / Low impact,1.282,0.2,1.267,mixed
696135426bbb7cfb720b26b4,"Communicate the advantage of digital transformation, the significant changes It will bring, so that employees are actively ready to embrace it.",1,1,6.0,5.0,0.0,0.0,Easy / High impact,69593dc0eac6a120dc6e88a1,Use a single channel for official goal updates,5.8,3.733,0.775,1.831,Easy / Low impact,1.282,0.2,1.267,mixed
696135c28d0ecab4645bfd1f,"Provide the best environment for digital transformation operations: training, system, data, infrastructure, ect...",1,1,6.0,5.0,0.0,0.0,Easy / High impact,69593dc0eac6a120dc6e88a1,Use a single channel for official goal updates,5.8,3.733,0.775,1.831,Easy / Low impact,1.282,0.2,1.267,mixed
695cd0bf8984a060e27177a2,"Select technology solution that matches capacibilities, practical requirements.",1,1,6.0,5.0,0.0,0.0,Easy / High impact,69593dc0eac6a120dc6e88a1,Use a single channel for official goal updates,5.8,3.733,0.775,1.831,Easy / Low impact,1.282,0.2,1.267,mixed
695cd13bdcb11b668666a780,"Provide thorough training, timely suport throughout the initial phrase of digitalization implement,",1,1,6.0,5.0,0.0,0.0,Easy / High impact,69593dc0eac6a120dc6e88a1,Use a single channel for official goal updates,5.8,3.733,0.775,1.831,Easy / Low impact,1.282,0.2,1.267,mixed
695bfeb049bdce1800054d79,"Communicate the company's digital transformation goals, roadmap,  plans to everyone.",1,1,7.0,3.0,0.0,0.0,Easy / Low impact,69593dc0eac6a120dc6e88a1,Use a single channel for official goal updates,5.8,3.733,0.775,1.831,Easy / Low impact,1.406,1.2,-0.733,reinforces
695cd103e7226e5cc8aa5205,Select the best personnel from various departments to focus on the digitalization project.,1,1,1.0,6.0,0.0,0.0,Hard / High impact,69593ddde0762f0fda4a8b45,Set an escalation SLA for unresolved blockers,2.429,6.5,0.646,1.092,Hard / High impact,1.514,-1.429,-0.5,reinforces
695cccb76859440ace1ef871,Try to retain talented people.,1,1,1.0,7.0,0.0,0.0,Hard / High impact,69593ddde0762f0fda4a8b45,Set an escalation SLA for unresolved blockers,2.429,6.5,0.646,1.092,Hard / High impact,1.514,-1.429,0.5,reinforces
69614c9f694da8029173bc8d,"Regularly review, update strategic goals to align with the company's actual needs.",1,1,6.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,1.542,1.5,0.357,reinforces
69614ce1092a925863efe17f,"Implement a reward, punishment policy for each milestone.",1,1,6.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,1.542,1.5,0.357,reinforces
69613f3bb3356976f6a60931,Conduct regular compliance checks.,1,1,6.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,1.542,1.5,0.357,reinforces
695cd844360395be926f7a4e,"Implement a policy of rewarding, promoting active members at each milestone.",1,1,6.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,1.542,1.5,0.357,reinforces
695cdb498b2225acf47588b2,"Thorough training, timely support throughout the digitalization process.",1,1,6.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,1.542,1.5,0.357,reinforces
695c9f3dd3532ccd05f0f166,Invest heavily in security systems,1,1,6.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,1.542,1.5,0.357,reinforces
695c28d6a203a012babb6234,Self Learning Process,1,1,6.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,1.542,1.5,0.357,reinforces
695c28e8d6fc39a4c98a14c9,Create Working System,1,1,6.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,1.542,1.5,0.357,reinforces
695c2903e88bf14c30ea00b4,Improve Communication Through other department,1,1,6.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,1.542,1.5,0.357,reinforces
695c29534847f0ce87dedcf8,Team Sharing Session,1,1,6.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,1.542,1.5,0.357,reinforces
695c034d99528b121cd05c16,"Set specific, measurable requirements for digitalization projects based on departmental goals",1,1,6.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,1.542,1.5,0.357,reinforces
695bfeded0fac90608a86445,Focus on preparing appropriate resources for substantive changes in company operations after digitalization.,1,1,6.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,1.542,1.5,0.357,reinforces
695be4b6f3b60da0c67d717f,Regularly update the requirements to suit the global market context.,1,1,6.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,1.542,1.5,0.357,reinforces
695ba2641f6444a89c7ee4d7,"The different departments must be interconnected, share data with each other.",1,1,6.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,1.542,1.5,0.357,reinforces
695cd7664380b60b00dfa8de,"Regularly update top management on KPIs, overall goals progress.",1,1,7.0,5.0,0.0,0.0,Easy / High impact,69593dc0eac6a120dc6e88a1,Use a single channel for official goal updates,5.8,3.733,0.775,1.831,Easy / Low impact,1.745,1.2,1.267,mixed
695cd0566859440ace1f0374,"Communicate to each member to understand the importance of compliance, accuracy, timeliness when implement digitalization.",1,1,7.0,5.0,0.0,0.0,Easy / High impact,69593dc0eac6a120dc6e88a1,Use a single channel for official goal updates,5.8,3.733,0.775,1.831,Easy / Low impact,1.745,1.2,1.267,mixed
69614c5693ce0292bfcf2548,"Develop a roadmap for achieving strategic goals, defining specific targets for each milestone in the roadmap.",1,1,6.0,7.0,0.0,0.0,Easy / High impact,69593daf0a570c24336526d8,Translate DT goals into 2–3 team KPIs,4.133,6.4,0.516,0.828,Easy / High impact,1.961,1.867,0.6,reinforces
69613190370dd5f27f51b51e,"Clarify strategic objectives, phase objectives. These objectives must be agreed upon by all departments, approved by leadership.",1,1,6.0,7.0,0.0,0.0,Easy / High impact,69593daf0a570c24336526d8,Translate DT goals into 2–3 team KPIs,4.133,6.4,0.516,0.828,Easy / High impact,1.961,1.867,0.6,reinforces
695bda9080026e99c603ec55,"Clarify the digital transformation goals of Top managers to department members, focusing on goals related to Production.",1,1,6.0,7.0,0.0,0.0,Easy / High impact,69593daf0a570c24336526d8,Translate DT goals into 2–3 team KPIs,4.133,6.4,0.516,0.828,Easy / High impact,1.961,1.867,0.6,reinforces
695ba34374783d560393fa49,Data used for digital transformation must be comprehensively collected to avoid any inaccuracies.,1,1,6.0,7.0,0.0,0.0,Easy / High impact,69593daf0a570c24336526d8,Translate DT goals into 2–3 team KPIs,4.133,6.4,0.516,0.828,Easy / High impact,1.961,1.867,0.6,reinforces
695bbca56d2358b3faf16fc7,Statement 3,1,1,6.0,7.0,0.0,0.0,Easy / High impact,69593daf0a570c24336526d8,Translate DT goals into 2–3 team KPIs,4.133,6.4,0.516,0.828,Easy / High impact,1.961,1.867,0.6,reinforces
695ca03ede38cce0ddc2a03b,"Invest in infrastructure, software licenses, personnel training.",1,1,7.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,2.525,2.5,0.357,reinforces
695bdaa4bc7af36c6f124d25,"Set specific, measurable requirements for each milestone in the digital transformation roadmap, aligning them with the overall goal.",1,1,7.0,6.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,2.525,2.5,0.357,reinforces
69623e5ae0640bffa8f7cf43,The meeting reports must be exported from the real-time system.,1,1,7.0,7.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,2.845,2.5,1.357,reinforces
695c9fc800ae14b00cbc8dc1,Let employees (and middle managers) know that new technology wil not cost them their jobs.,1,1,7.0,7.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,2.845,2.5,1.357,reinforces
695ba2880c7a0a2e2f75ff9d,The software that is currently in use cannot be replaced then must be migrated.,1,1,7.0,7.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,2.845,2.5,1.357,reinforces
695ba3616bd18b710133e15b,Commitment from leadership,1,1,7.0,7.0,0.0,0.0,Easy / High impact,69593ddac1fb00b7ab7169e6,Show a before/after workflow sketch,4.5,5.643,0.65,0.745,Easy / High impact,2.845,2.5,1.357,reinforces
